,TOTAL CONSUMPTION,TEMP,HIGH_TEMP,LOW_TEMP,RAIN_COND,Temp_Dif
0,1357948.0,28.4,32.3,25.5,0,6.799999999999997
1,1320870.0,27.8,31.4,24.9,0,6.5
2,1267636.0,27.7,31.5,24.8,0,6.699999999999999
3,1332155.0,28.4,32.8,23.5,0,9.299999999999997
4,1320697.0,30.6,35.7,24.7,0,11.000000000000004
5,1301962.0,31.9,37.2,25.9,0,11.300000000000004
6,1307209.0,31.3,34.2,28.5,0,5.700000000000003
7,1305471.0,30.0,34.3,26.4,0,7.899999999999999
8,1276232.0,29.3,33.8,26.2,0,7.599999999999998
9,1156972.0,28.6,34.4,23.3,1,11.099999999999998
10,1202567.0,26.9,31.4,23.4,0,8.0
11,1225766.0,28.8,33.8,24.3,0,9.499999999999996
12,1251825.0,30.2,35.1,24.8,0,10.3
13,1213775.0,31.2,35.1,26.9,0,8.200000000000003
14,1127148.0,32.3,35.9,28.8,0,7.099999999999998
15,1187585.0,31.9,37.1,26.2,0,10.900000000000002
16,1225194.0,30.3,36.3,26.4,0,9.899999999999999
17,1268340.0,29.7,34.4,26.1,0,8.299999999999997
18,1245854.0,30.1,33.6,26.2,0,7.400000000000002
19,1278022.0,31.2,35.2,27.6,0,7.600000000000001
20,1274191.0,30.8,34.8,27.1,0,7.699999999999996
21,1298089.0,31.1,35.5,26.2,0,9.3
22,1300169.0,32.3,37.1,28.1,0,9.0
23,1309223.0,31.1,35.7,26.2,0,9.500000000000004
24,1377401.0,31.2,36.7,26.5,0,10.200000000000003
25,1377144.0,30.8,35.3,27.3,0,7.9999999999999964
26,1360557.0,29.9,33.9,26.8,0,7.099999999999998
27,1384955.0,29.1,34.2,25.4,0,8.800000000000004
28,1359754.0,27.4,31.3,23.8,0,7.5
29,1325444.0,26.6,31.6,23.3,0,8.3
30,1266234.0,25.4,28.6,23.1,1,5.5
31,1328288.0,25.4,28.8,22.9,0,5.900000000000002
32,1359794.0,26.0,30.4,21.9,0,8.5
33,1388731.0,26.4,30.8,22.1,0,8.7
34,1375499.0,27.3,31.0,23.1,0,7.899999999999999
35,1388024.0,28.6,34.1,23.1,0,11.0
36,1375345.0,29.9,35.1,23.8,0,11.3
37,1353967.0,30.2,34.7,25.8,0,8.900000000000002
38,1389432.0,29.9,34.4,25.9,0,8.5
39,1403513.0,29.4,34.6,24.7,0,9.900000000000002
40,1427824.0,29.2,32.3,26.9,0,5.399999999999999
41,1405839.0,28.0,32.1,25.3,0,6.800000000000001
42,1417557.0,27.2,31.6,23.3,0,8.3
43,1421040.0,27.7,31.3,24.4,0,6.900000000000002
44,1369964.0,28.4,33.2,23.9,0,9.300000000000004
45,1372536.0,27.2,31.8,24.4,1,7.400000000000002
46,1356410.0,26.1,30.1,23.1,0,7.0
47,1362531.0,25.3,28.4,22.9,0,5.5
48,1325894.0,22.9,26.7,20.2,0,6.5
49,1306613.0,21.7,25.3,19.3,0,6.0
50,1184299.0,17.8,20.8,15.3,1,5.5
51,1198025.0,17.7,20.5,15.7,1,4.800000000000001
52,1193796.0,18.2,21.9,15.6,1,6.299999999999999
53,1212820.0,19.4,23.6,15.0,0,8.600000000000001
54,1188600.0,20.9,24.2,18.1,0,6.099999999999998
55,1184665.0,21.2,24.9,18.2,1,6.699999999999999
56,1170094.0,21.1,26.4,18.0,1,8.399999999999999
57,1175671.0,19.3,21.8,17.6,0,4.199999999999999
58,1128770.0,18.3,20.4,16.8,1,3.599999999999998
59,1164993.0,18.0,21.8,14.9,0,6.9
60,1187061.0,18.9,23.1,14.2,0,8.900000000000002
61,1185438.0,20.0,22.3,16.4,0,5.900000000000002
62,1166981.0,22.2,25.2,19.2,1,6.0
63,1203142.0,23.9,27.4,20.8,1,6.599999999999998
64,1235721.0,23.3,26.3,19.8,0,6.5
65,1167560.0,21.7,23.8,18.4,0,5.400000000000002
66,1229781.0,19.8,24.1,15.9,0,8.200000000000001
67,1234246.0,19.9,24.5,15.1,0,9.4
68,1246328.0,20.6,25.1,16.2,0,8.900000000000002
69,1217193.0,20.7,25.2,16.9,0,8.3
70,1222596.0,20.1,22.9,18.1,0,4.799999999999997
71,1210967.0,19.6,22.3,17.8,0,4.5
72,1188464.0,19.4,21.8,18.1,0,3.6999999999999993
73,1242673.0,19.6,23.0,17.1,0,5.899999999999999
74,1227665.0,19.8,25.5,15.4,0,10.1
75,1250453.0,19.6,24.3,14.9,0,9.4
76,1239275.0,20.6,24.6,17.2,0,7.400000000000002
77,1227815.0,20.4,24.8,16.3,0,8.5
78,1258715.0,21.2,24.8,18.3,0,6.5
79,1168619.0,20.8,24.3,18.9,1,5.400000000000002
80,1189278.0,20.6,25.4,17.0,0,8.399999999999999
81,1174346.0,20.1,24.1,16.6,0,7.5
82,1218288.0,18.7,21.9,15.4,0,6.499999999999998
83,1214538.0,18.8,22.1,15.9,0,6.200000000000001
84,1215695.0,17.7,20.3,15.6,0,4.700000000000001
85,1228634.0,17.1,20.2,15.4,0,4.799999999999999
86,1119877.0,16.5,19.8,13.9,0,5.9
87,1183824.0,16.7,20.9,12.7,0,8.2
88,1160723.0,17.2,21.1,13.4,0,7.700000000000001
89,1201508.0,18.1,21.7,14.4,0,7.299999999999999
90,1200285.0,20.6,22.9,18.9,0,4.0
91,1227641.0,22.2,28.3,18.4,0,9.900000000000002
92,1262359.0,21.6,25.6,18.1,0,7.5
93,1208608.0,21.5,27.7,17.3,0,10.399999999999999
94,1235780.0,21.2,26.9,15.8,0,11.099999999999998
95,1188095.0,21.2,25.2,17.9,0,7.300000000000001
96,1218667.0,19.5,24.2,16.2,0,8.0
97,1206420.0,18.4,22.1,15.3,0,6.800000000000001
98,1208831.0,18.6,21.7,16.6,0,5.099999999999998
99,1200233.0,17.6,20.6,15.2,0,5.400000000000002
100,1155120.0,16.7,18.3,15.1,0,3.200000000000001
101,1247185.0,15.6,17.7,14.2,0,3.5
102,1163922.0,15.1,17.2,11.9,0,5.299999999999999
103,1199480.0,15.4,19.7,11.6,0,8.1
104,1172369.0,15.2,19.2,11.5,0,7.699999999999999
105,1175692.0,15.6,18.4,12.5,0,5.899999999999999
106,1122988.0,15.8,18.3,13.6,0,4.700000000000001
107,1158914.0,16.6,19.8,15.1,0,4.700000000000001
108,1129366.0,15.4,18.7,12.9,1,5.799999999999999
109,1113544.0,14.6,17.8,12.9,1,4.9
110,1089702.0,14.4,17.3,13.3,1,4.0
111,1129157.0,14.9,18.4,10.4,0,7.999999999999998
112,1118805.0,17.1,20.3,13.3,0,7.0
113,1107141.0,18.7,22.2,15.3,0,6.899999999999999
114,1073122.0,12.9,15.3,9.7,1,5.600000000000001
115,1078471.0,12.3,14.2,10.2,0,4.0
116,1104846.0,18.1,21.6,12.3,0,9.3
117,1130906.0,18.2,22.2,14.5,0,7.699999999999999
118,1115484.0,15.7,19.6,13.0,0,6.600000000000001
119,1101358.0,12.8,14.9,11.6,0,3.3000000000000007
120,1087259.0,12.9,15.5,11.3,1,4.199999999999999
121,1090692.0,13.9,17.9,9.7,1,8.2
122,1085038.0,15.6,18.4,11.6,0,6.799999999999999
123,1088993.0,18.5,20.9,17.1,1,3.799999999999997
124,1082973.0,18.6,21.6,15.3,0,6.300000000000001
125,1088590.0,19.1,20.4,18.0,0,2.3999999999999986
126,1082947.0,17.5,20.1,15.3,0,4.800000000000001
127,1100475.0,16.9,18.9,14.6,0,4.299999999999999
128,1081795.0,17.3,20.6,14.6,0,6.000000000000002
129,1065268.0,13.0,15.5,10.8,0,4.699999999999999
130,1086660.0,10.1,12.4,8.1,0,4.300000000000001
131,1079502.0,10.4,14.1,6.4,0,7.699999999999999
132,1078895.0,14.1,16.4,11.4,1,4.999999999999998
133,1076687.0,15.6,18.3,12.3,1,6.0
134,1106846.0,13.8,17.2,10.3,1,6.899999999999999
135,1038413.0,13.6,16.7,10.5,1,6.199999999999999
136,1069584.0,14.7,18.0,12.4,1,5.6
137,1066723.0,15.0,17.8,12.8,0,5.0
138,1054632.0,15.3,17.6,13.1,0,4.500000000000002
139,1074507.0,15.2,18.4,12.4,1,5.999999999999998
140,1059907.0,14.7,18.6,11.5,0,7.100000000000001
141,1077434.0,13.5,15.9,10.9,0,5.0
142,1033195.0,10.2,11.8,8.4,0,3.4000000000000004
143,1016580.0,9.1,10.5,7.6,1,2.9000000000000004
144,1072504.0,9.9,12.7,7.2,0,5.499999999999999
145,1064177.0,8.4,9.9,6.4,0,3.5
146,942675.0,7.1,10.0,3.4,0,6.6
147,945618.0,8.3,8.9,7.6,1,1.3000000000000007
148,935211.0,8.1,8.7,7.2,1,1.4999999999999991
149,983252.0,6.8,7.8,5.8,1,2.0
150,1013848.0,6.8,7.9,5.7,1,2.2
151,1033577.0,5.5,7.3,4.6,0,2.7
152,1115628.0,5.9,7.3,5.3,0,2.0
153,969952.0,7.7,10.8,4.4,0,6.4
154,1024606.0,9.7,13.7,5.8,0,7.8999999999999995
155,1040016.0,13.1,16.2,10.6,1,5.6
156,1012681.0,12.8,16.1,10.8,1,5.300000000000001
157,1024173.0,11.4,13.2,9.7,1,3.5
158,999839.0,9.0,9.9,8.0,1,1.9000000000000004
159,1055407.0,9.6,12.4,6.9,0,5.5
160,1061580.0,11.4,14.4,7.9,1,6.5
161,1052118.0,10.1,12.1,8.6,1,3.5
162,1072015.0,9.4,11.2,8.3,0,2.8999999999999986
163,1025834.0,8.8,10.7,6.9,0,3.799999999999999
164,1060459.0,8.1,9.8,6.9,0,2.9000000000000004
165,1044195.0,9.7,12.2,6.4,1,5.799999999999999
166,1048986.0,14.3,16.3,11.7,1,4.600000000000001
167,1097170.0,14.7,17.6,11.7,0,5.900000000000002
168,1043400.0,13.6,16.7,11.8,1,4.899999999999999
169,1090227.0,11.2,12.8,9.3,0,3.5
170,1034034.0,11.9,14.8,9.3,0,5.5
171,1084775.0,14.9,18.3,11.9,0,6.4
172,1079110.0,13.6,16.7,9.3,0,7.399999999999999
173,1063726.0,16.6,18.3,15.2,1,3.1000000000000014
174,1050525.0,16.9,18.9,15.8,0,3.099999999999998
175,1057872.0,14.3,17.1,10.2,1,6.900000000000002
176,1092372.0,13.6,16.1,10.0,1,6.100000000000001
177,1027294.0,14.4,17.7,11.8,1,5.899999999999999
178,1075845.0,13.7,17.5,9.8,0,7.699999999999999
179,1036196.0,14.6,17.1,10.0,1,7.100000000000001
180,1048386.0,12.0,14.9,9.2,1,5.700000000000001
181,1058588.0,11.4,15.6,7.9,0,7.699999999999999
182,1067474.0,11.1,13.7,9.3,0,4.399999999999999
183,1058877.0,9.4,10.5,8.1,1,2.4000000000000004
184,1035714.0,10.1,13.8,6.7,1,7.1000000000000005
185,1053742.0,13.4,16.7,10.5,0,6.199999999999999
186,1093932.0,15.1,18.1,11.4,0,6.700000000000001
187,1043272.0,16.5,17.9,13.1,0,4.799999999999999
188,1101573.0,15.6,19.1,12.6,0,6.500000000000002
189,1075792.0,13.6,16.2,10.2,1,6.0
190,1106310.0,14.8,17.2,11.7,0,5.5
191,1027109.0,14.4,17.9,11.8,1,6.099999999999998
192,1040486.0,12.4,15.1,10.3,0,4.799999999999999
193,1018927.0,12.7,16.4,9.4,0,6.999999999999998
194,1054198.0,14.2,17.4,10.1,0,7.299999999999999
195,1038355.0,11.9,15.1,8.8,1,6.299999999999999
196,1045638.0,10.6,13.9,8.0,1,5.9
197,1065282.0,7.7,10.9,5.8,1,5.1000000000000005
198,999638.0,7.2,10.2,4.5,0,5.699999999999999
199,1008296.0,7.3,10.4,4.7,0,5.7
200,1023581.0,8.1,11.4,3.5,0,7.9
201,1049354.0,10.5,13.7,6.0,0,7.699999999999999
202,1042389.0,10.7,12.6,7.9,1,4.699999999999999
203,1031102.0,7.2,9.4,4.1,0,5.300000000000001
204,1046770.0,8.1,11.4,5.7,0,5.7
205,1017020.0,6.8,9.9,4.9,0,5.0
206,1026558.0,5.7,7.7,4.3,1,3.4000000000000004
207,1045497.0,6.9,10.6,3.3,0,7.3
208,997911.0,8.1,10.1,6.4,0,3.6999999999999993
209,1029265.0,7.4,9.3,6.5,0,2.8000000000000007
210,1067308.0,9.1,13.2,5.2,0,7.999999999999999
211,1044535.0,10.0,12.6,7.9,0,4.699999999999999
212,1003826.0,11.2,16.0,5.3,0,10.7
213,1005404.0,14.8,19.6,10.9,0,8.700000000000001
214,1087172.0,14.7,19.2,10.7,0,8.5
215,1084658.0,14.2,17.7,10.1,0,7.6
216,1052055.0,15.2,17.3,13.3,1,4.0
217,1042966.0,15.4,18.0,12.3,1,5.699999999999999
218,1099345.0,13.7,15.8,11.7,1,4.100000000000001
219,1015073.0,12.3,15.9,9.8,1,6.1
220,1052598.0,13.1,17.1,8.1,0,9.000000000000002
221,1049191.0,14.3,17.3,11.1,0,6.200000000000001
222,1081545.0,12.4,15.4,8.1,0,7.300000000000001
223,1034421.0,12.0,15.2,9.0,1,6.199999999999999
224,1039522.0,11.6,15.2,8.6,0,6.6
225,1094043.0,13.0,17.2,9.3,0,7.899999999999999
226,1034649.0,11.9,15.1,8.8,0,6.299999999999999
227,1043186.0,12.8,17.0,8.7,0,8.3
228,1020354.0,12.1,15.8,9.9,1,5.9
229,1018482.0,10.1,13.6,6.8,1,6.8
230,1058927.0,9.7,14.1,5.5,0,8.6
231,1028420.0,10.9,14.1,6.2,0,7.8999999999999995
232,1020907.0,11.9,14.1,9.3,1,4.799999999999999
233,1018737.0,11.1,15.6,8.4,1,7.199999999999999
234,1023733.0,10.4,13.7,7.6,0,6.1
235,1054172.0,12.1,16.6,6.5,0,10.100000000000001
236,1014787.0,13.4,17.6,10.7,1,6.900000000000002
237,978885.0,12.5,16.7,8.9,1,7.799999999999999
238,1050197.0,11.6,16.3,7.9,1,8.4
239,1076286.0,13.1,17.1,8.1,0,9.000000000000002
240,996817.0,14.1,17.4,10.7,0,6.699999999999999
241,1018019.0,16.5,20.3,13.9,0,6.4
242,1049248.0,18.4,25.0,13.1,0,11.9
243,1054473.0,20.4,24.6,17.3,0,7.300000000000001
244,1091658.0,20.1,24.3,16.6,0,7.699999999999999
245,1090917.0,17.2,20.6,14.9,0,5.700000000000001
246,1125286.0,17.1,21.7,13.7,0,8.0
247,1061215.0,15.6,18.8,13.7,1,5.100000000000001
248,1023959.0,12.4,13.7,11.3,1,2.3999999999999986
249,1038593.0,14.1,17.3,11.3,1,6.0
250,1127107.0,16.2,21.9,10.3,0,11.599999999999998
251,1094408.0,18.1,23.4,11.9,0,11.499999999999998
252,1128804.0,18.6,22.8,13.6,0,9.200000000000001
253,1122115.0,17.7,20.7,14.1,1,6.6
254,1068372.0,17.2,21.1,13.6,0,7.500000000000002
255,1102811.0,16.7,21.1,13.7,0,7.400000000000002
256,1069298.0,16.3,18.2,14.4,1,3.799999999999999
257,1038584.0,15.6,18.7,13.8,1,4.899999999999999
258,1042814.0,16.1,20.7,11.4,0,9.299999999999999
259,936628.0,17.6,23.1,12.1,0,11.000000000000002
260,1005818.0,18.3,23.6,13.6,0,10.000000000000002
261,812032.0,18.7,24.8,14.5,0,10.3
262,945426.0,19.4,24.2,16.4,0,7.800000000000001
263,1014763.0,18.7,23.3,15.1,0,8.200000000000001
264,1026143.0,16.8,21.3,12.7,1,8.600000000000001
265,995427.0,13.6,15.1,12.4,1,2.6999999999999993
266,1031960.0,14.8,18.8,12.0,0,6.800000000000001
267,1128949.0,15.7,19.9,10.4,0,9.499999999999998
268,1060769.0,16.1,20.3,12.0,0,8.3
269,1059244.0,15.1,18.4,12.9,1,5.499999999999998
270,1091745.0,15.5,18.1,12.9,0,5.200000000000001
271,1092650.0,16.7,20.2,13.4,0,6.799999999999999
272,1118827.0,18.8,23.4,14.9,0,8.499999999999998
273,1290210.0,24.3,28.0,20.9,0,7.100000000000001
274,1269408.0,24.6,28.7,21.2,0,7.5
275,1270841.0,23.9,27.7,21.4,1,6.300000000000001
276,1261351.0,23.3,27.3,19.6,0,7.699999999999999
277,1290149.0,24.3,29.2,19.6,0,9.599999999999998
278,1292299.0,25.7,30.6,20.8,0,9.8
279,1205215.0,27.1,32.4,22.2,0,10.2
280,1294277.0,28.3,34.9,22.7,0,12.2
281,1353281.0,29.9,35.7,23.4,0,12.300000000000004
282,1374773.0,31.6,36.4,25.2,0,11.2
283,1375565.0,30.1,34.8,26.2,0,8.599999999999998
284,1385113.0,29.6,33.6,25.3,0,8.3
285,1350458.0,26.8,28.8,25.2,0,3.6000000000000014
286,1308922.0,26.2,30.3,23.3,0,7.0
287,1338808.0,26.1,29.8,22.1,0,7.699999999999999
288,1366271.0,28.1,32.7,22.3,0,10.400000000000002
289,1401291.0,30.8,37.2,23.8,0,13.400000000000002
290,1369448.0,28.7,31.9,25.6,0,6.299999999999997
291,1377649.0,27.5,31.6,23.7,0,7.900000000000002
292,1368173.0,26.8,30.3,23.2,0,7.100000000000001
293,1309538.0,26.8,30.2,23.3,0,6.899999999999999
294,1359561.0,27.4,32.4,23.8,0,8.599999999999998
295,1341310.0,25.1,28.4,22.4,0,6.0
296,1331250.0,25.2,29.4,21.8,0,7.599999999999998
297,1309878.0,23.8,26.7,21.2,0,5.5
298,1329812.0,24.8,28.3,21.5,0,6.800000000000001
299,1318658.0,25.8,30.7,22.0,0,8.7
300,1266080.0,26.4,30.0,23.2,0,6.800000000000001
301,1302294.0,25.9,29.0,23.2,0,5.800000000000001
302,1297577.0,26.1,30.6,22.7,0,7.900000000000002
303,1333020.0,26.4,29.6,23.1,0,6.5
304,1320083.0,27.4,32.2,24.1,0,8.100000000000001
305,1319060.0,27.7,32.1,24.7,1,7.400000000000002
306,1256011.0,26.6,31.3,23.9,1,7.400000000000002
307,1225466.0,27.6,32.6,23.4,0,9.200000000000003
308,1261688.0,28.3,32.7,24.7,0,8.000000000000004
309,1274981.0,28.4,32.2,24.7,0,7.5000000000000036
310,1321821.0,30.1,34.2,25.7,0,8.500000000000004
311,1335061.0,31.5,37.7,26.2,0,11.500000000000004
312,1341671.0,31.1,35.1,26.9,0,8.200000000000003
313,1312193.0,30.4,36.0,26.3,0,9.7
314,1230035.0,27.7,31.7,25.3,1,6.399999999999999
315,1309896.0,27.4,32.5,24.5,0,8.0
316,1300402.0,28.1,32.6,23.3,0,9.3
317,1338701.0,29.1,33.4,24.1,0,9.299999999999997
318,1325773.0,30.4,34.6,25.2,0,9.400000000000002
319,1345618.0,31.3,35.8,27.2,0,8.599999999999998
320,1323825.0,31.2,35.7,26.1,0,9.600000000000001
321,1286385.0,31.3,36.1,27.1,0,9.0
322,1342235.0,31.1,35.2,27.8,0,7.400000000000002
323,1332688.0,29.4,32.3,26.7,0,5.599999999999998
324,1331036.0,29.2,32.8,26.2,0,6.599999999999998
325,1350626.0,30.2,34.2,27.1,0,7.100000000000001
326,1382732.0,32.2,37.8,25.9,0,11.899999999999999
327,1350428.0,32.7,38.5,27.8,0,10.7
328,1299243.0,32.4,38.7,27.5,0,11.200000000000003
329,1341990.0,29.1,32.2,26.7,0,5.5000000000000036
330,1331588.0,28.4,32.3,25.4,0,6.899999999999999
331,1345816.0,28.8,33.1,24.3,0,8.8
332,1331722.0,29.0,32.8,26.2,0,6.599999999999998
333,1354748.0,30.0,34.1,25.6,0,8.5
334,1312869.0,30.4,33.8,27.5,0,6.299999999999997
335,1258293.0,30.5,34.1,26.9,0,7.200000000000003
336,1312945.0,31.1,35.7,25.5,0,10.200000000000003
337,1312967.0,30.4,34.9,26.0,0,8.899999999999999
338,1312522.0,30.5,35.7,26.1,0,9.600000000000001
339,1252765.0,28.7,32.4,26.1,0,6.299999999999997
340,1256378.0,29.1,33.3,26.5,0,6.799999999999997
341,1207394.0,28.4,31.7,25.6,0,6.099999999999998
342,1168654.0,28.2,31.5,25.3,0,6.199999999999999
343,1218473.0,27.7,31.4,24.4,0,7.0
344,1200675.0,27.5,31.7,24.5,0,7.199999999999999
345,1184269.0,26.6,30.3,24.2,0,6.100000000000001
346,1169567.0,26.9,30.9,23.2,0,7.699999999999999
347,1178660.0,27.8,32.9,21.3,0,11.599999999999998
348,1069740.0,28.6,33.4,24.1,0,9.299999999999997
349,1098329.0,28.2,30.9,25.7,0,5.199999999999999
350,1184798.0,28.9,32.8,25.7,0,7.099999999999998
351,1191248.0,28.9,32.4,25.3,0,7.099999999999998
352,1198228.0,29.6,33.8,24.3,0,9.499999999999996
353,1209286.0,30.1,33.1,27.6,0,5.5
354,1228111.0,29.1,32.4,26.2,0,6.199999999999999
355,1216278.0,27.8,31.3,25.4,0,5.900000000000002
356,1238809.0,28.2,32.1,24.3,0,7.800000000000001
357,1288430.0,27.6,30.8,25.4,0,5.400000000000002
358,1295153.0,26.8,31.6,24.0,0,7.600000000000001
359,1292847.0,27.2,31.7,23.7,0,8.0
360,1283980.0,28.1,31.9,24.6,0,7.299999999999997
361,1295011.0,28.3,33.3,22.9,0,10.399999999999999
362,1301482.0,27.2,32.2,22.2,0,10.000000000000004
363,1275875.0,27.7,32.4,23.6,0,8.799999999999997
364,1300935.0,27.6,33.3,24.0,1,9.299999999999997
365,1293432.0,26.9,30.7,24.3,0,6.399999999999999
366,1321138.0,26.2,30.5,22.9,0,7.600000000000001
367,1310897.0,26.7,30.7,22.8,0,7.899999999999999
368,1327584.0,27.6,32.7,23.2,0,9.500000000000004
369,1357098.0,28.4,32.9,24.1,0,8.799999999999997
370,1264467.0,27.9,32.3,23.4,1,8.899999999999999
371,1201457.0,23.4,27.4,21.1,1,6.299999999999997
372,1211742.0,22.2,25.2,20.3,0,4.899999999999999
373,1238307.0,23.1,26.6,20.3,0,6.300000000000001
374,1241353.0,23.8,27.5,20.3,1,7.199999999999999
375,1156226.0,21.7,25.0,18.6,1,6.399999999999999
376,1121419.0,20.3,23.0,18.3,1,4.699999999999999
377,1134883.0,22.9,27.1,18.2,0,8.900000000000002
378,1133748.0,24.2,27.3,21.4,1,5.900000000000002
379,1133165.0,23.9,27.3,21.5,1,5.800000000000001
380,1165201.0,24.7,29.1,20.4,0,8.700000000000003
381,1152399.0,24.4,29.3,21.4,1,7.900000000000002
382,1126696.0,23.8,28.2,20.8,1,7.399999999999999
383,1145552.0,22.8,25.4,19.9,1,5.5
384,1118322.0,22.3,24.8,19.9,0,4.900000000000002
385,1140311.0,20.7,23.9,18.3,0,5.599999999999998
386,1152521.0,20.7,24.4,17.4,0,7.0
387,1175463.0,21.6,25.9,17.7,0,8.2
388,1163184.0,22.1,26.4,17.1,0,9.299999999999997
389,1189301.0,22.7,26.0,20.3,0,5.699999999999999
390,1139223.0,21.8,25.2,19.1,1,6.099999999999998
391,1123845.0,21.8,24.6,20.3,0,4.300000000000001
392,1164100.0,20.9,24.8,18.3,0,6.5
393,1185626.0,20.4,25.7,15.0,0,10.7
394,1207214.0,22.2,28.3,17.3,0,11.0
395,1188288.0,22.4,26.8,18.1,0,8.7
396,1171407.0,22.4,26.4,19.0,0,7.399999999999999
397,1106815.0,23.6,26.4,21.2,1,5.199999999999999
398,1093255.0,23.4,27.4,19.0,0,8.399999999999999
399,1130250.0,22.2,26.8,17.7,0,9.100000000000001
400,1147472.0,22.3,26.9,17.4,0,9.5
401,1172174.0,22.9,27.9,18.5,0,9.399999999999999
402,1181986.0,23.2,27.9,18.2,0,9.7
403,1197461.0,22.8,28.8,16.8,0,12.0
404,1223050.0,23.2,30.2,17.3,0,12.899999999999999
405,1170355.0,22.3,26.9,17.7,0,9.2
406,1165704.0,22.4,25.7,18.6,0,7.099999999999998
407,1114881.0,21.8,24.2,17.8,1,6.399999999999999
408,1136201.0,17.9,20.8,15.7,0,5.100000000000001
409,1057190.0,16.1,17.5,14.3,1,3.1999999999999993
410,1062315.0,19.4,24.2,17.3,1,6.899999999999999
411,1072361.0,18.1,19.7,16.3,1,3.3999999999999986
412,1055727.0,20.1,23.6,17.2,1,6.400000000000002
413,1075040.0,19.9,24.2,15.8,0,8.399999999999999
414,1089697.0,19.8,24.1,16.0,0,8.100000000000001
415,1099995.0,18.6,23.2,14.1,0,9.1
416,1097730.0,18.5,23.3,14.1,0,9.200000000000001
417,1107042.0,19.7,23.8,15.7,0,8.100000000000001
418,1050918.0,20.2,22.3,18.3,1,4.0
419,1020647.0,18.4,20.4,16.3,1,4.099999999999998
420,1023103.0,18.9,21.3,17.2,1,4.100000000000001
421,1025041.0,19.3,21.9,17.5,1,4.399999999999999
422,1027304.0,18.6,20.9,17.2,0,3.6999999999999993
423,1041621.0,17.6,21.5,15.6,0,5.9
424,1030429.0,16.2,18.7,14.3,0,4.399999999999999
425,1038363.0,13.4,15.6,10.7,1,4.9
426,1012030.0,11.8,13.6,10.3,0,3.299999999999999
427,1049395.0,11.2,14.1,9.8,0,4.299999999999999
428,1018415.0,14.3,17.8,11.0,1,6.800000000000001
429,1056348.0,15.7,19.7,12.7,1,7.0
430,1057282.0,16.5,20.6,11.1,0,9.500000000000002
431,1052393.0,19.1,22.2,15.2,0,7.0
432,1065513.0,20.5,23.3,18.1,0,5.199999999999999
433,1002446.0,18.3,20.1,15.6,1,4.500000000000002
434,1023500.0,18.6,21.7,13.8,0,7.899999999999999
435,1021404.0,19.0,22.3,15.9,1,6.4
436,1042802.0,16.4,20.1,12.8,0,7.300000000000001
437,1038453.0,16.1,20.0,13.0,0,7.0
438,1034419.0,15.0,20.1,10.7,0,9.400000000000002
439,1056641.0,14.4,19.1,10.2,0,8.900000000000002
440,1021075.0,15.3,19.4,10.7,0,8.7
441,1044783.0,16.3,21.4,12.4,0,8.999999999999998
442,1047636.0,16.2,21.1,12.1,0,9.000000000000002
443,1051096.0,16.3,20.8,12.4,0,8.4
444,1042334.0,17.1,22.2,12.4,0,9.799999999999999
445,1054218.0,16.7,22.1,12.2,0,9.900000000000002
446,1066314.0,15.7,21.3,11.0,0,10.3
447,1042937.0,14.9,21.2,9.9,0,11.299999999999999
448,1053523.0,14.2,19.4,9.3,0,10.099999999999998
449,1050837.0,14.4,18.8,10.2,1,8.600000000000001
450,1040410.0,14.8,18.7,10.8,0,7.899999999999999
451,1038783.0,14.2,19.7,9.7,0,10.0
452,1068709.0,14.9,19.4,9.9,0,9.499999999999998
453,1097478.0,16.4,19.9,11.9,0,7.999999999999998
454,1060772.0,18.3,22.6,14.8,0,7.800000000000001
455,1048291.0,16.1,19.4,12.4,0,6.999999999999998
456,1041890.0,17.3,20.1,13.8,1,6.300000000000001
457,1010798.0,15.7,18.8,12.3,1,6.5
458,1029011.0,14.1,17.0,11.6,1,5.4
459,1013192.0,15.1,18.4,12.3,1,6.099999999999998
460,1007186.0,14.3,15.5,13.2,1,2.3000000000000007
461,1004277.0,14.8,17.2,13.1,1,4.1
462,1055725.0,13.7,17.4,10.4,0,6.999999999999998
463,1034725.0,13.7,16.1,10.2,0,5.900000000000002
464,1028473.0,15.2,17.3,12.4,0,4.9
465,1004135.0,13.2,17.0,10.6,1,6.4
466,997192.0,10.7,12.4,9.9,1,2.5
467,1007946.0,10.5,13.1,7.7,1,5.3999999999999995
468,1024758.0,10.2,14.1,6.3,1,7.8
469,1019590.0,12.3,14.8,8.8,0,6.0
470,999998.0,16.9,19.6,14.3,0,5.300000000000001
471,1025378.0,14.9,18.0,11.9,0,6.1
472,1005497.0,13.9,16.6,9.9,0,6.700000000000001
473,1033050.0,15.6,19.4,12.5,0,6.899999999999999
474,1035226.0,14.1,17.9,10.7,0,7.199999999999999
475,1030759.0,17.4,20.5,14.1,1,6.4
476,1043521.0,11.7,14.2,8.7,0,5.5
477,1033144.0,11.5,14.8,6.8,0,8.0
478,1022651.0,13.8,16.9,9.8,0,7.099999999999998
479,1037073.0,15.4,19.4,11.5,0,7.899999999999999
480,927481.0,16.7,18.2,14.6,0,3.5999999999999996
481,959166.0,16.9,19.2,13.3,0,5.899999999999999
482,956606.0,17.3,19.2,14.7,1,4.5
