DATE,ASPROPYRGOS,GALATSI,KIOURKA,MENIDI,TOTAL CONSUMPTION,EVINOS,MARATHONAS,MORNOS,YLIKI,TOTAL m3,TEMP,HIGH,TIME,LOW,TIME,DAYS,DAYS,RAIN,SPEED,HIGH,TIME,DIR
10-06-01,"140,620","378,870","214,190","461,330","1,195,010",0,"26,922,432","318,964,000","259,519,000","605,405,432",,,,,,,,,,,,
11-06-01,"141,450","383,630","221,080","542,280","1,288,440",0,"26,900,885","318,117,000","258,320,000","603,337,885",,,,,,,,,,,,
12-06-01,"142,090","392,080","225,040","513,970","1,273,180",0,"26,857,791","317,149,000","257,470,000","601,476,791",,,,,,,,,,,,
13-06-01,"147,460","440,890","220,780","516,190","1,325,320",0,"26,793,150","316,181,000","256,450,000","599,424,150",,,,,,,,,,,,
14-06-01,"142,240","396,620","224,400","512,340","1,275,600",0,"26,707,366","315,213,000","255,600,000","597,520,366",,,,,,,,,,,,
15-06-01,"142,910","379,410","230,940","526,210","1,279,470",0,"26,643,028","314,245,000","254,580,000","595,468,028",,,,,,,,,,,,
16-06-01,"144,880","361,860","233,860","513,780","1,254,380",0,"26,578,690","313,277,000","253,730,000","593,585,690",,,,,,,,,,,,
17-06-01,"144,690","346,190","229,470","482,790","1,203,140",0,"26,514,646","312,309,000","252,540,000","591,363,646",,,,,,,,,,,,
18-06-01,"141,160","381,760","215,080","522,980","1,260,980",0,"26,493,298","311,341,000","251,520,000","589,354,298",,,,,,,,,,,,
19-06-01,"141,170","362,870","215,330","500,890","1,220,260",0,"26,450,602","310,373,000","250,670,000","587,493,602",,,,,,,,,,,,
20-06-01,"137,250","383,830","197,420","487,880","1,206,380",0,"26,429,254","309,526,000","249,480,000","585,435,254",,,,,,,,,,,,
21-06-01,"140,230","348,310","201,670","526,170","1,216,380",0,"26,450,602","308,564,000","248,460,000","583,474,602",,,,,,,,,,,,
22-06-01,"145,280","369,890","214,540","505,520","1,235,230",0,"26,514,646","307,620,000","247,950,000","582,084,646",,,,,,,,,,,,
23-06-01,"146,020","235,640","247,870","601,560","1,231,090",0,"26,514,646","306,676,000","246,760,000","579,950,646",,,,,,,,,,,,
24-06-01,"142,900","150,930","247,690","624,620","1,166,140",0,"26,514,646","305,850,000","245,570,000","577,934,646",,,,,,,,,,,,
25-06-01,"139,290","182,960","235,580","640,930","1,198,760",0,"26,493,298","305,024,000","244,890,000","576,407,298",,,,,,,,,,,,
26-06-01,"139,600","257,050","254,180","582,200","1,233,030",0,"26,493,298","304,316,000","244,040,000","574,849,298",,,,,,,,,,,,
27-06-01,"143,600","280,430","248,730","612,240","1,285,000",0,"26,386,558","303,490,000","243,020,000","572,896,558",,,,,,,,,,,,
28-06-01,"139,640","303,560","241,520","592,480","1,277,200",0,"26,237,722","302,664,000","242,170,000","571,071,722",,,,,,,,,,,,
29-06-01,"138,880","302,260","255,940","578,750","1,275,830",0,"26,152,730","301,838,000","240,664,000","568,654,730",,,,,,,,,,,,
30-06-01,"139,690","305,190","269,360","551,320","1,265,560",0,"26,110,432","301,012,000","239,495,000","566,617,432",,,,,,,,,,,,
01-07-01,"144,930","280,630","255,960","525,500","1,207,020",0,"26,025,836","300,186,000","238,493,000","564,704,836",,,,,,,,,,,,
02-07-01,"137,950","295,040","220,630","529,100","1,182,720",0,"26,025,836","299,478,000","237,324,000","562,827,836",,,,,,,,,,,,
03-07-01,"134,897","275,570","181,510","512,230","1,104,207",0,"25,962,389","298,888,000","236,823,000","561,673,389",,,,,,,,,,,,
04-07-01,"139,700","327,550","209,420","502,070","1,178,740",0,"25,962,389","298,180,000","235,821,000","559,963,389",,,,,,,,,,,,
05-07-01,"141,340","304,400","222,060","530,100","1,197,900",0,"25,983,538","297,354,000","234,819,000","558,156,538",,,,,,,,,,,,
06-07-01,"145,540","315,800","232,990","584,900","1,279,230",0,"25,941,240","296,540,000","233,817,000","556,298,240",,,,,,,,,,,,
07-07-01,"143,940","294,710","258,330","518,730","1,215,710",0,"25,899,142","295,735,000","232,815,000","554,449,142",,,,,,,,,,,,
08-07-01,"144,210","303,020","258,400","485,090","1,190,720",0,"25,857,044","294,930,000","231,813,000","552,600,044",,,,,,,,,,,,
09-07-01,"132,270","364,980","267,820","524,460","1,289,530",0,"25,835,995","294,125,000","230,644,000","550,604,995",,,,,,,,,,,,
10-07-01,"140,700","363,350","252,660","492,990","1,249,700",0,"25,814,946","293,205,000","229,642,000","548,661,946",,,,,,,,,,,,
11-07-01,"142,660","379,820","247,900","481,460","1,251,840",0,"25,688,852","292,285,000","228,473,000","546,446,852",,,,,,,,,,,,
12-07-01,"143,100","363,220","207,650","489,820","1,203,790",0,"25,688,852","291,365,000","228,139,000","545,192,852",,,,,,,,,,,,
13-07-01,"145,530","376,290","244,610","497,030","1,263,460",0,"25,688,852","290,445,000","226,970,000","543,103,852",,,,,,,,,,,,
14-07-01,"145,020","349,520","261,750","488,670","1,244,960",0,"25,626,005","289,525,000","225,968,000","541,119,005",,,,,,,,,,,,
15-07-01,"149,230","336,800","250,070","474,580","1,210,680",0,"25,563,158","288,605,000","224,970,000","539,138,158",,,,,,,,,,,,
16-07-01,"130,920","371,130","270,180","500,040","1,272,270",0,"25,563,158","287,685,000","223,980,000","537,228,158",,,,,,,,,,,,
17-07-01,"140,420","372,770","260,470","491,640","1,265,300",0,"25,479,558","286,765,000","223,155,000","535,399,558",,,,,,,,,,,,
18-07-01,"132,500","394,310","249,960","498,790","1,275,560",0,"25,396,154","285,845,000","222,165,000","533,406,154",,,,,,,,,,,,
19-07-01,"128,900","388,070","255,140","486,530","1,258,640",0,"25,354,452","284,935,000","221,010,000","531,299,452",,,,,,,,,,,,
20-07-01,"116,940","394,220","275,190","483,180","1,269,530",0,"25,250,497","284,031,000","220,185,000","529,466,497",,,,,,,,,,,,
21-07-01,"117,800","357,060","282,240","456,670","1,213,770",0,"25,125,991","283,014,000","219,030,000","527,169,991",,,,,,,,,,,,
22-07-01,"130,440","336,170","268,030","448,060","1,182,700",0,"25,063,936","281,997,000","218,040,000","525,100,936",,,,,,,,,,,,
23-07-01,"153,020","351,710","251,300","477,760","1,233,790",0,"24,981,328","280,980,000","217,050,000","523,011,328",,,,,,,,,,,,
24-07-01,"159,060","358,880","253,330","512,780","1,284,050",0,"24,981,328","279,963,000","216,060,000","521,004,328",,,,,,,,,,,,
25-07-01,"161,000","353,360","253,710","504,830","1,272,900",0,"24,960,676","278,946,000","214,905,000","518,811,676",,,,,,,,,,,,
26-07-01,"163,460","357,860","245,820","462,040","1,229,180",0,"24,898,720","277,929,000","213,750,000","516,577,720",,,,,,,,,,,,
27-07-01,"169,820","357,560","266,500","506,440","1,300,320",0,"24,857,612","276,912,000","212,925,000","514,694,612",,,,,,,,,,,,
28-07-01,"167,110","367,230","279,660","449,920","1,263,920",0,"24,775,396","275,895,000","212,100,000","512,770,396",,,,,,,,,,,,
29-07-01,"164,690","325,430","256,510","470,440","1,217,070",0,"24,693,180","274,878,000","210,780,000","510,351,180",,,,,,,,,,,,
30-07-01,"170,350","361,710","274,710","475,760","1,282,530",0,"24,693,180","273,864,000","209,625,000","508,182,180",,,,,,,,,,,,
31-07-01,"172,050","361,810","265,450","466,640","1,265,950",0,"24,631,794","272,856,000","208,800,000","506,287,794",,,,,,,,,,,,
01-08-01,"134,100","313,640","252,810","490,130","1,190,680",0,"24,488,560","271,848,000","207,659,000","503,995,560",,,,,,,,,,,,
02-08-01,"138,290","305,420","262,820","503,270","1,209,800",0,"24,509,022","270,840,000","206,518,000","501,867,022",,,,,,,,,,,,
03-08-01,"142,850","329,850","261,390","493,830","1,227,920",0,"24,509,022","269,832,000","205,377,000","499,718,022",,,,,,,,,,,,
04-08-01,"144,330","310,790","262,590","473,080","1,190,790",0,"24,549,946","268,824,000","204,073,000","497,446,946",,,,,,,,,,,,
05-08-01,"137,740","288,270","254,820","458,640","1,139,470",0,"24,549,946","267,704,000","203,095,000","495,348,946",,,,,,,,,,,,
06-08-01,"143,460","343,280","264,950","453,150","1,204,840",0,"24,590,870","266,584,000","201,954,000","493,128,870",,,,,,,,,,,,
07-08-01,"147,020","332,440","265,740","455,900","1,201,100",0,"24,570,408","265,464,000","200,813,000","490,847,408",,,,,,,,,,,,
08-08-01,"140,070","325,990","266,770","454,590","1,187,420",0,"24,570,408","264,456,000","199,672,000","488,698,408",,,,,,,,,,,,
09-08-01,"146,660","333,030","259,730","445,180","1,184,600",0,"24,549,946","263,448,000","198,531,000","486,528,946",,,,,,,,,,,,
10-08-01,"150,400","350,240","274,290","437,010","1,211,940",0,"24,509,022","262,450,000","197,390,000","484,349,022",,,,,,,,,,,,
11-08-01,"146,750","304,880","282,530","427,100","1,161,260",0,"24,509,022","261,460,000","196,249,000","482,218,022",,,,,,,,,,,,
12-08-01,"145,200","277,190","262,530","431,670","1,116,590",0,"24,509,022","260,470,000","195,271,000","480,250,022",,,,,,,,,,,,
13-08-01,"139,850","259,850","238,930","461,940","1,100,570",0,"24,590,870","259,480,000","194,130,000","478,200,870",,,,,,,,,,,,
14-08-01,"141,800","266,810","233,910","482,110","1,124,630",0,"24,693,180","258,490,000","193,152,000","476,335,180",,,,,,,,,,,,
15-08-01,"136,400","248,770","217,960","424,360","1,027,490",0,"24,837,058","257,390,000","192,020,000","474,247,058",,,,,,,,,,,,
16-08-01,"139,380","264,330","246,590","495,820","1,146,120",0,"24,898,720","256,400,000","190,900,000","472,198,720",,,,,,,,,,,,
17-08-01,"143,410","268,760","235,730","469,350","1,117,250",0,"25,043,284","255,410,000","189,780,000","470,233,284",,,,,,,,,,,,
18-08-01,"145,830","270,450","251,030","474,290","1,141,600",0,"25,146,742","254,420,000","188,660,000","468,226,742",,,,,,,,,,,,
19-08-01,"143,550","249,620","246,380","492,880","1,132,430",0,"25,229,746","253,320,000","187,700,000","466,249,746",,,,,,,,,,,,
20-08-01,"140,440","283,730","249,590","523,780","1,197,540",0,"25,312,750","252,330,000","186,580,000","464,222,750",,,,,,,,,,,,
21-08-01,"138,630","331,590","249,710","487,900","1,207,830",0,"25,437,856","251,352,000","185,460,000","462,249,856",,,,,,,,,,,,
22-08-01,"138,820","340,060","247,380","489,330","1,215,590",0,"25,479,558","250,380,000","184,500,000","460,359,558",,,,,,,,,,,,
23-08-01,"139,020","341,560","237,630","485,920","1,204,130",0,"25,521,260","249,300,000","183,540,000","458,361,260",,,,,,,,,,,,
24-08-01,"135,050","334,280","242,630","499,750","1,211,710",0,"25,605,056","248,220,000","182,580,000","456,405,056",,,,,,,,,,,,
25-08-01,"137,020","321,310","252,390","499,940","1,210,660",0,"25,626,005","247,248,000","181,620,000","454,494,005",,,,,,,,,,,,
26-08-01,"135,090","334,090","245,610","461,410","1,176,200",0,"25,709,801","246,276,000","180,660,000","452,645,801",,,,,,,,,,,,
27-08-01,"139,260","359,280","245,130","498,240","1,241,910",0,"25,793,897","245,304,000","179,700,000","450,797,897",,,,,,,,,,,,
28-08-01,"138,900","381,610","246,610","497,140","1,264,260",0,"25,793,897","244,332,000","179,220,000","449,345,897",,,,,,,,,,,,
29-08-01,"141,810","379,690","242,340","495,100","1,258,940",0,"25,772,848","243,360,000","178,420,000","447,552,848",,,,,,,,,,,,
30-08-01,"140,350","410,640","249,300","485,650","1,285,940",0,"25,772,848","242,388,000","177,780,000","445,940,848",,,,,,,,,,,,
31-08-01,"142,230","365,700","243,840","524,300","1,276,070",0,"25,772,848","241,416,000","177,140,000","444,328,848",,,,,,,,,,,,
01-09-01,"139,680","354,190","247,810","520,490","1,262,170",0,"25,793,897","240,451,000","176,345,000","442,589,897",,,,,,,,,,,,
02-09-01,"136,980","298,410","246,690","539,070","1,221,150",0,"25,814,946","239,381,000","175,570,000","440,765,946",,,,,,,,,,,,
03-09-01,"136,020","382,230","238,380","498,910","1,255,540",0,"25,878,093","238,311,000","174,950,000","439,139,093",,,,,,,,,,,,
04-09-01,"136,090","347,970","232,830","550,340","1,267,230",0,"25,941,240","237,241,000","174,175,000","437,357,240",,,,,,,,,,,,
05-09-01,"135,600","355,810","238,740","555,180","1,285,330",0,"25,962,389","236,171,000","173,245,000","435,378,389",,,,,,,,,,,,
06-09-01,"130,760","319,080","212,040","547,600","1,209,480",0,"26,025,836","235,422,000","172,780,000","434,227,836",,,,,,,,,,,,
07-09-01,"138,100","336,040","237,390","551,580","1,263,110",0,"26,089,283","234,566,000","172,005,000","432,660,283",,,,,,,,,,,,
08-09-01,"144,000","308,980","241,340","566,180","1,260,500",0,"26,152,730","233,603,000","171,230,000","430,985,730",,,,,,,,,,,,
09-09-01,"134,900","326,250","221,930","519,240","1,202,320",0,"26,237,722","232,747,000","170,610,000","429,594,722",,,,,,,,,,,,
10-09-01,"140,000","346,220","238,740","551,700","1,276,660",0,"26,301,466","231,784,000","169,990,000","428,075,466",,,,,,,,,,,,
11-09-01,"136,800","337,160","203,940","558,520","1,236,420",0,"26,365,210","230,821,000","169,370,000","426,556,210",,,,,,,,,,,,
12-09-01,"137,150","343,820","207,520","556,870","1,245,360",0,"26,471,950","229,870,000","168,595,000","424,936,950",,,,,,,,,,,,
13-09-01,"132,190","341,960","191,370","545,520","1,211,040",0,"26,514,646","228,925,000","167,820,000","423,259,646",,,,,,,,,,,,
14-09-01,"136,860","324,080","226,150","553,490","1,240,580",0,"26,600,136","227,875,000","167,045,000","421,520,136",,,,,,,,,,,,
15-09-01,"141,740","318,070","249,960","551,910","1,261,680",0,"26,728,812","226,825,000","166,270,000","419,823,812",,,,,,,,,,,,
16-09-01,"134,450","319,550","242,290","512,350","1,208,640",0,"26,365,210","225,775,000","165,650,000","417,790,210",,,,,,,,,,,,
17-09-01,"134,630","320,870","227,790","546,450","1,229,740",0,"26,407,906","224,830,000","164,720,000","415,957,906",,,,,,,,,,,,
18-09-01,"137,080","358,580","223,700","535,230","1,254,590",0,"26,922,432","223,885,000","163,945,000","414,752,432",,,,,,,,,,,,
19-09-01,"137,610","317,840","226,930","575,600","1,257,980",0,"27,008,620","222,940,000","163,325,000","413,273,620",,,,,,,,,,,,
20-09-01,"143,950","360,720","209,290","536,840","1,250,800",0,"27,095,192","221,995,000","162,705,000","411,795,192",,,,,,,,,,,,
21-09-01,"140,560","350,750","252,110","541,670","1,285,090",0,"27,181,764","220,945,000","162,395,000","410,521,764",,,,,,,,,,,,
22-09-01,"138,340","343,210","247,360","560,700","1,289,610",0,"27,225,050","219,904,000","161,930,000","409,059,050",,,,,,,,,,,,
23-09-01,"134,860","309,660","240,640","524,030","1,209,190",0,"27,311,998","218,944,000","161,310,000","407,565,998",,,,,,,,,,,,
24-09-01,"138,280","319,050","230,550","563,350","1,251,230",0,"27,311,998","217,984,000","160,704,000","405,999,998",,,,,,,,,,,,
25-09-01,"138,590","316,390","240,180","561,260","1,256,420",0,"27,442,420","217,024,000","159,964,000","404,430,420",,,,,,,,,,,,
26-09-01,"138,400","315,910","233,060","583,550","1,270,920",0,"27,486,080","216,160,000","159,372,000","403,018,080",,,,,,,,,,,,
27-09-01,"121,120","346,780","206,000","559,730","1,233,630",0,"27,529,740","215,200,000","158,780,000","401,509,740",,,,,,,,,,,,
28-09-01,"133,580","320,650","210,800","567,190","1,232,220",0,"27,595,230","214,240,000","158,188,000","400,023,230",,,,,,,,,,,,
29-09-01,"135,800","380,930","230,080","534,130","1,280,940",0,"27,660,720","213,280,000","157,596,000","398,536,720",,,,,,,,,,,,
30-09-01,"126,280","323,110","215,780","549,300","1,214,470",0,"27,704,568","212,320,000","156,856,000","396,880,568",,,,,,,,,,,,
01-10-01,"128,270","320,390","216,010","569,950","1,234,620",0,"27,792,264","211,456,000","156,116,000","395,364,264",,,,,,,,,,,,
02-10-01,"127,480","327,560","207,590","523,680","1,186,310",0,"27,923,992","210,496,000","155,524,000","393,943,992",,,,,,,,,,,,
03-10-01,"128,620","310,750","214,380","524,760","1,178,510",0,"27,990,040","209,554,000","154,932,000","392,476,040",,,,,,,,,,,,
04-10-01,"131,740","369,890","197,500","518,490","1,217,620",0,"28,012,056","208,614,000","154,340,000","390,966,056",,,,,,,,,,,,
05-10-01,"129,840","335,740","222,330","541,050","1,228,960",0,"28,078,104","207,674,000","153,748,000","389,500,104",,,,,,,,,,,,
06-10-01,"135,510","332,640","243,850","550,120","1,262,120",0,"28,166,453","206,734,000","153,304,000","388,204,453",,,,,,,,,,,,
07-10-01,"129,820","348,000","210,720","489,730","1,178,270",0,"28,232,786","205,794,000","152,712,000","386,738,786",,,,,,,,,,,,
08-10-01,"130,960","350,040","184,020","534,120","1,199,140",0,"28,254,897","204,854,000","151,972,000","385,080,897",,,,,,,,,,,,
09-10-01,"127,690","330,040","196,270","553,920","1,207,920",0,"28,321,230","203,914,000","151,380,000","383,615,230",,,,,,,,,,,,
10-10-01,"128,800","334,620","199,060","548,650","1,211,130",0,"28,343,434","202,974,000","150,788,000","382,105,434",,,,,,,,,,,,
11-10-01,"136,170","360,320","185,340","553,440","1,235,270",0,"28,343,434","202,034,000","150,048,000","380,425,434",,,,,,,,,,,,
12-10-01,"128,280","312,510","193,720","562,890","1,197,400",0,"28,343,434","201,094,000","149,456,000","378,893,434",,,,,,,,,,,,
13-10-01,"131,110","356,360","190,920","548,140","1,226,530",0,"28,321,230","200,181,000","148,864,000","377,366,230",,,,,,,,,,,,
14-10-01,"126,880","339,770","194,840","493,450","1,154,940",0,"28,210,675","199,271,000","148,272,000","375,753,675",,,,,,,,,,,,
15-10-01,"126,110","353,970","191,510","537,260","1,208,850",0,"28,100,120","198,361,000","147,680,000","374,141,120",,,,,,,,,,,,
16-10-01,"128,500","352,610","184,590","526,370","1,192,070",0,"27,990,040","197,451,000","147,236,000","372,677,040",,,,,,,,,,,,
17-10-01,"127,580","359,120","184,280","518,490","1,189,470",0,"27,879,960","196,632,000","146,496,000","371,007,960",,,,,,,,,,,,
18-10-01,"127,200","372,690","180,840","493,020","1,173,750",0,"27,770,340","195,813,000","146,059,000","369,642,340",,,,,,,,,,,,
19-10-01,"128,260","296,120","196,540","498,600","1,119,520",0,"27,551,570","194,994,000","145,495,000","368,040,570",,,,,,,,,,,,
20-10-01,"130,800","354,600","205,160","527,330","1,217,890",0,"27,333,735","194,175,000","145,072,000","366,580,735",,,,,,,,,,,,
21-10-01,"126,460","350,630","186,420","497,750","1,161,260",0,"27,355,472","193,447,000","144,508,000","365,310,472",,,,,,,,,,,,
22-10-01,"128,330","348,380","187,580","525,540","1,189,830",0,"27,268,524","192,719,000","143,944,000","363,931,524",,,,,,,,,,,,
23-10-01,"128,270","382,440","173,660","468,820","1,153,190",0,"27,225,050","191,900,000","143,521,000","362,646,050",,,,,,,,,,,,
24-10-01,"127,070","379,250","179,050","492,840","1,178,210",0,"27,116,835","191,099,000","142,957,000","361,172,835",,,,,,,,,,,,
25-10-01,"124,370","375,630","160,000","452,280","1,112,280",0,"27,030,263","190,298,000","142,393,000","359,721,263",,,,,,,,,,,,
26-10-01,"121,170","364,330","153,540","434,730","1,073,770",0,"26,965,526","189,497,000","141,829,000","358,291,526",,,,,,,,,,,,
27-10-01,"126,450","346,250","152,160","522,890","1,147,750",0,"27,051,906","188,785,000","141,265,000","357,101,906",,,,,,,,,,,,
28-10-01,"121,490","363,350","150,170","453,610","1,088,620",0,"26,965,526","188,073,000","140,701,000","355,739,526",,,,,,,,,,,,
29-10-01,"123,560","348,420","158,880","488,460","1,119,320",0,"26,922,432","187,361,000","140,278,000","354,561,432",,,,,,,,,,,,
30-10-01,"123,360","372,530","172,520","470,340","1,138,750",0,"26,879,338","186,649,000","139,996,000","353,524,338",,,,,,,,,,,,
31-10-01,"122,830","377,280","164,480","467,970","1,132,560",0,"26,793,150","185,848,000","139,714,000","352,355,150",,,,,,,,,,,,
01-11-01,"122,680","357,330","159,810","457,850","1,097,670",0,"26,707,366","185,136,000","139,432,000","351,275,366",,,,,,,,,,,,
02-11-01,"119,510","310,590","146,520","529,925","1,106,545",0,"26,664,474","184,513,000","139,150,000","350,327,474",,,,,,,,,,,,
03-11-01,"114,950","319,790","134,570","493,485","1,062,795",0,"26,643,028","183,890,000","138,868,000","349,401,028",,,,,,,,,,,,
04-11-01,"113,610","299,960","140,990","497,410","1,051,970",0,"26,814,697","183,267,000","139,150,000","349,231,697",,,,,,,,,,,,
05-11-01,"114,780","353,110","137,520","427,970","1,033,380",0,"30,169,826","182,648,000","140,560,000","353,377,826",,,,,,,,,,,,
06-11-01,"120,710","331,720","157,820","437,080","1,047,330",0,"31,398,545","182,208,000","143,098,000","356,704,545",,,,,,,,,,,,
07-11-01,"109,450","334,760","139,700","487,560","1,071,470",0,"31,117,997","181,592,000","143,098,000","355,807,997",,,,,,,,,,,,
08-11-01,"111,830","353,400","140,370","450,840","1,056,440",0,"30,908,510","181,240,000","143,098,000","355,246,510",,,,,,,,,,,,
09-11-01,"111,750","335,600","141,360","455,100","1,043,810",0,"30,699,785","180,800,000","143,098,000","354,597,785",,,,,,,,,,,,
10-11-01,"114,600","364,590","139,100","467,650","1,085,940",0,"30,399,600","180,360,000","143,098,000","353,857,600",,,,,,,,,,,,
11-11-01,"108,960","311,980","136,320","456,430","1,013,690",0,"30,123,910","179,832,000","142,816,000","352,771,910",,,,,,,,,,,,
12-11-01,"113,670","334,440","132,620","458,440","1,039,170",0,"29,940,990","179,304,000","142,675,000","351,919,990",,,,,,,,,,,,
13-11-01,"110,730","330,010","135,650","457,280","1,033,670",0,"29,713,100","178,776,000","142,534,000","351,023,100",,,,,,,,,,,,
14-11-01,"111,520","345,180","135,050","446,920","1,038,670",0,"29,486,168","178,600,000","142,252,000","350,338,168",,,,,,,,,,,,
15-11-01,"112,420","341,900","132,890","451,020","1,038,230",0,"29,215,020","179,040,000","142,111,000","350,366,020",,,,,,,,,,,,
16-11-01,"114,390","346,040","128,550","438,460","1,027,440",0,"28,990,170","178,776,000","141,970,000","349,736,170",,,,,,,,,,,,
17-11-01,"112,970","403,970","133,850","426,840","1,077,630",0,"28,721,662","178,600,000","141,829,000","349,150,662",,,,,,,,,,,,
18-11-01,"110,440","326,930","151,110","432,010","1,020,490",0,"28,454,454","178,248,000","141,547,000","348,249,454",,,,,,,,,,,,
19-11-01,"111,080","335,830","138,070","425,470","1,010,450",0,"28,232,786","177,808,000","141,406,000","347,446,786",,,,,,,,,,,,
20-11-01,"112,110","345,410","142,650","420,780","1,020,950",0,"28,100,120","177,544,000","141,406,000","347,050,120",,,,,,,,,,,,
21-11-01,"110,660","331,640","136,040","432,480","1,010,820",0,"27,836,112","177,280,000","141,406,000","346,522,112",,,,,,,,,,,,
22-11-01,"110,480","357,230","133,570","427,260","1,028,540",0,"27,617,060","177,016,000","141,265,000","345,898,060",,,,,,,,,,,,
23-11-01,"108,040","329,120","141,110","422,350","1,000,620",0,"27,333,735","176,664,000","140,983,000","344,980,735",,,,,,,,,,,,
24-11-01,"108,850","336,200","127,050","447,830","1,019,930",0,"27,138,478","177,632,000","140,983,000","345,753,478",,,,,,,,,,,,
25-11-01,"106,910","337,320","125,610","421,940","991,780",0,"26,922,432","178,248,000","140,842,000","346,012,432",,,,,,,,,,,,
26-11-01,"111,680","352,510","108,090","470,110","1,042,390",0,"26,707,366","178,600,000","140,701,000","346,008,366",,,,,,,,,,,,
27-11-01,"111,210","358,430","94,820","471,780","1,036,240",0,"26,493,298","178,600,000","140,560,000","345,653,298",,,,,,,,,,,,
28-11-01,"111,610","340,230","88,860","469,810","1,010,510",0,"26,280,218","178,336,000","140,419,000","345,035,218",,,,,,,,,,,,
29-11-01,"109,970","340,040","96,990","465,500","1,012,500",0,"26,089,283","178,160,000","140,278,000","344,527,283",,,,,,,,,,,,
30-11-01,"109,780","348,760","85,870","450,820","995,230",0,"25,899,142","177,984,000","140,278,000","344,161,142",,,,,,,,,,,,
01-12-01,"110,110","345,990","78,990","468,600","1,003,690",0,"25,709,801","177,808,000","140,278,000","343,795,801",,,,,,,,,,,,
02-12-01,"106,700","327,730","83,570","446,810","964,810",0,"26,237,722","177,720,000","141,406,000","345,363,722",,,,,,,,,,,,
03-12-01,"108,360","322,600","97,320","464,520","992,800",0,"28,254,897","177,632,000","142,816,000","348,702,897",,,,,,,,,,,,
04-12-01,"109,240","325,830","99,920","451,850","986,840",0,"28,410,046","177,456,000","143,803,000","349,669,046",,,,,,,,,,,,
05-12-01,"108,610","344,010","90,080","463,030","1,005,730",0,"28,299,119","177,280,000","144,085,000","349,664,119",,,,,,,,,,,,
06-12-01,"91,630","359,810","88,150","438,560","978,150",0,"28,100,120","177,016,000","144,508,000","349,624,120",,,,,,,,,,,,
07-12-01,"100,820","321,730","105,810","493,280","1,021,640",0,"27,990,040","176,840,000","144,790,000","349,620,040",,,,,,,,,,,,
08-12-01,"108,920","372,530","90,720","452,650","1,024,820",0,"27,879,960","176,576,000","145,918,000","350,373,960",,,,,,,,,,,,
09-12-01,"102,720","354,360","85,830","436,980","979,890",0,"27,946,008","176,312,000","147,088,000","351,346,008",,,,,,,,,,,,
10-12-01,"105,530","368,230","93,370","452,210","1,019,340",0,"27,879,960","176,048,000","148,272,000","352,199,960",,,,,,,,,,,,
11-12-01,"105,900","349,360","79,670","449,920","984,850",0,"27,748,416","175,784,000","149,456,000","352,988,416",,,,,,,,,,,,
12-12-01,"106,230","336,410","120,810","469,420","1,032,870",0,"27,617,060","175,520,000","150,640,000","353,777,060",,,,,,,,,,,,
13-12-01,"104,980","337,640","84,800","444,060","971,480",0,"27,442,420","175,344,000","151,528,000","354,314,420",,,,,,,,,,,,
14-12-01,"98,890","352,940","84,500","486,300","1,022,630",0,"27,311,998","175,168,000","152,416,000","354,895,998",,,,,,,,,,,,
15-12-01,"108,330","352,750","90,920","500,470","1,052,470",0,"27,225,050","174,992,000","153,008,000","355,225,050",,,,,,,,,,,,
16-12-01,"102,810","302,580","84,300","481,430","971,120",0,"26,987,073","174,904,000","153,600,000","355,491,073",,,,,,,,,,,,
17-12-01,"104,900","281,930","79,400","499,040","965,270",0,"27,660,720","178,512,000","157,300,000","363,472,720",,,,,,,,,,,,
18-12-01,"105,200","274,660","77,760","513,750","971,370",0,"27,901,976","179,480,000","161,310,000","368,691,976",,,,,,,,,,,,
19-12-01,"106,470","365,170","88,730","476,240","1,036,610",0,"27,923,992","181,592,000","164,565,000","374,080,992",,,,,,,,,,,,
20-12-01,"113,500","320,860","104,970","508,680","1,048,010",0,"27,968,024","182,208,000","166,115,000","376,291,024",,,,,,,,,,,,
21-12-01,"107,480","334,610","105,860","460,760","1,008,710",0,"28,012,056","182,560,000","167,510,000","378,082,056",,,,,,,,,,,,
22-12-01,"110,950","381,890","101,090","504,350","1,098,280",0,"29,080,110","183,000,000","169,370,000","381,450,110",,,,,,,,,,,,
23-12-01,"103,160","337,420","94,200","485,680","1,020,460",0,"29,305,340","183,979,000","171,230,000","384,514,340",,,,,,,,,,,,
24-12-01,"104,140","334,550","100,670","516,130","1,055,490",0,"29,305,340","185,937,000","173,555,000","388,797,340",,,,,,,,,,,,
25-12-01,"96,550","287,450","85,300","492,420","961,720",0,"29,305,340","194,812,000","176,820,000","400,937,340",,,,,,,,,,,,
26-12-01,"102,150","272,020","83,040","512,870","970,080",0,"29,350,500","203,256,000","182,100,000","414,706,500",,,,,,,,,,,,
27-12-01,"96,600","304,390","78,080","511,650","990,720","8,339,471","29,305,340","206,734,000","186,740,000","431,118,811",,,,,,,,,,,,
28-12-01,"85,310","339,830","87,910","496,400","1,009,450","10,049,064","29,282,760","209,930,000","188,500,000","437,761,824",,,,,,,,,,,,
29-12-01,"104,310","310,490","93,500","502,690","1,010,990","10,049,064","29,125,080","212,320,000","190,260,000","441,754,144",,,,,,,,,,,,
30-12-01,"100,870","353,630","94,540","481,740","1,030,780","10,049,064","29,012,655","214,240,000","192,020,000","445,321,719",,,,,,,,,,,,
