DATE,ASPROPYRGOS,GALATSI,KIOURKA,MENIDI,TOTAL CONSUMPTION,EVINOS,MARATHONAS,MORNOS,YLIKI,TOTAL m3,TEMP,HIGH,TIME,LOW,TIME,DAYS,DAYS,RAIN,SPEED,HIGH,TIME,DIR
01-02-99,"35,600","185,190","72,050","516,320","809,160",0,"18,184,090","573,220,000","338,268,000","929,672,090",,,,,,,,,,,,
02-02-99,"36,340","189,730","74,680","529,960","830,710",0,"18,236,155","574,540,000","338,832,000","931,608,155",,,,,,,,,,,,
03-02-99,"37,100","204,280","72,940","542,850","857,170",0,"18,253,510","575,695,000","339,584,000","933,532,510",,,,,,,,,,,,
04-02-99,"37,220","195,810","72,750","532,740","838,520",0,"18,270,952","575,860,000","340,336,000","934,466,952",,,,,,,,,,,,
05-02-99,"38,960","200,790","73,570","531,090","844,410",0,"18,288,394","576,025,000","341,088,000","935,401,394",,,,,,,,,,,,
06-02-99,"41,530","204,130","76,790","562,660","885,110",0,"18,305,836","576,190,000","342,028,000","936,523,836",,,,,,,,,,,,
07-02-99,"36,910","169,630","71,270","544,620","822,430",0,"18,323,278","580,480,000","343,344,000","942,147,278",,,,,,,,,,,,
08-02-99,"36,030","176,140","73,240","560,950","846,360",0,"18,358,162","582,635,000","345,036,000","946,029,162",,,,,,,,,,,,
09-02-99,"36,330","198,640","74,150","548,240","857,360",0,"18,375,604","588,647,000","346,540,000","953,562,604",,,,,,,,,,,,
10-02-99,"37,960","190,420","75,680","541,320","845,380",0,"18,393,046","591,319,000","350,300,000","960,012,046",,,,,,,,,,,,
11-02-99,"39,180","177,250","76,060","558,310","850,800",0,"18,410,488","593,657,000","352,210,000","964,277,488",,,,,,,,,,,,
12-02-99,"37,860","228,170","83,490","506,420","855,940",0,"18,427,930","597,498,000","353,929,000","969,854,930",,,,,,,,,,,,
13-02-99,"40,370","212,680","78,220","562,410","893,680",0,"18,358,162","600,200,000","356,603,000","975,161,162",,,,,,,,,,,,
14-02-99,"36,490","148,690","81,200","560,760","827,140",0,"18,323,278","603,430,000","358,513,000","980,266,278",,,,,,,,,,,,
15-02-99,"38,740","203,490","74,100","543,900","860,230",0,"18,323,278","605,810,000","359,850,000","983,983,278",,,,,,,,,,,,
16-02-99,"36,510","188,320","76,800","527,090","828,720",0,"18,393,046","607,340,000","361,378,000","987,111,046",,,,,,,,,,,,
17-02-99,"33,830","197,210","77,570","529,750","838,360",0,"18,393,046","608,530,000","362,333,000","989,256,046",,,,,,,,,,,,
18-02-99,"38,790","190,450","71,040","541,450","841,730",0,"18,410,488","609,890,000","363,479,000","991,779,488",,,,,,,,,,,,
19-02-99,"39,380","192,810","77,440","524,130","833,760",0,"18,410,488","611,420,000","364,434,000","994,264,488",,,,,,,,,,,,
20-02-99,"44,670","202,750","80,730","546,270","874,420",0,"18,410,488","612,610,000","365,389,000","996,409,488",,,,,,,,,,,,
21-02-99,"41,930","171,200","75,810","513,470","802,410",0,"18,410,488","613,460,000","366,153,000","998,023,488",,,,,,,,,,,,
22-02-99,"42,560","182,240","80,380","491,590","796,770",0,"18,410,488","614,820,000","366,917,000","1,000,147,488",,,,,,,,,,,,
23-02-99,"39,550","206,710","77,310","534,230","857,800",0,"18,427,930","616,019,000","367,681,000","1,002,127,930",,,,,,,,,,,,
24-02-99,"37,760","209,080","75,510","536,610","858,960",0,"18,445,459","618,787,000","368,445,000","1,005,677,459",,,,,,,,,,,,
25-02-99,"42,980","195,490","75,950","547,910","862,330",0,"18,462,988","620,344,000","369,209,000","1,008,015,988",,,,,,,,,,,,
26-02-99,"40,280","195,660","80,250","524,170","840,360",0,"18,498,046","621,555,000","369,982,000","1,010,035,046",,,,,,,,,,,,
27-02-99,"40,210","206,260","83,050","557,000","886,520",0,"18,515,575","622,766,000","370,758,000","1,012,039,575",,,,,,,,,,,,
28-02-99,"38,330","181,130","80,820","542,190","842,470",0,"18,533,104","623,977,000","371,340,000","1,013,850,104",,,,,,,,,,,,
01-03-99,"41,170","186,840","80,520","558,730","867,260",0,"18,550,633","625,015,000","371,922,000","1,015,487,633",,,,,,,,,,,,
02-03-99,"41,430","188,020","80,200","559,810","869,460",0,"18,568,162","625,880,000","372,698,000","1,017,146,162",,,,,,,,,,,,
03-03-99,"43,900","207,860","79,290","561,790","892,840",0,"18,585,691","626,918,000","373,280,000","1,018,783,691",,,,,,,,,,,,
04-03-99,"40,450","190,430","79,440","536,400","846,720",0,"18,603,220","627,956,000","373,862,000","1,020,421,220",,,,,,,,,,,,
05-03-99,"40,010","173,090","83,090","558,070","854,260",0,"18,726,532","629,167,000","374,444,000","1,022,337,532",,,,,,,,,,,,
06-03-99,"45,070","220,830","86,430","573,450","925,780",0,"18,867,900","631,589,000","375,026,000","1,025,482,900",,,,,,,,,,,,
07-03-99,"41,070","189,240","87,310","541,980","859,600",0,"19,009,790","633,325,000","375,802,000","1,028,136,790",,,,,,,,,,,,
08-03-99,"39,380","174,790","78,700","572,440","865,310",0,"19,134,320","634,550,000","376,578,000","1,030,262,320",,,,,,,,,,,,
09-03-99,"40,740","177,110","81,740","577,020","876,610",0,"19,295,249","635,950,000","377,160,000","1,032,405,249",,,,,,,,,,,,
10-03-99,"44,770","189,170","86,980","575,880","896,800",0,"19,402,985","637,000,000","377,742,000","1,034,144,985",,,,,,,,,,,,
11-03-99,"41,350","198,190","86,540","578,190","904,270",0,"19,583,165","637,875,000","378,324,000","1,035,782,165",,,,,,,,,,,,
12-03-99,"42,920","188,380","86,140","581,210","898,650",0,"19,673,490","638,400,000","378,906,000","1,036,979,490",,,,,,,,,,,,
13-03-99,"44,860","246,830","108,700","561,210","961,600",0,"19,836,885","639,450,000","379,488,000","1,038,774,885",,,,,,,,,,,,
14-03-99,"43,850","177,290","96,000","553,780","870,920",0,"19,928,032","640,500,000","380,070,000","1,040,498,032",,,,,,,,,,,,
15-03-99,"39,100","177,110","76,180","574,670","867,060",0,"20,037,520","641,375,000","380,458,000","1,041,870,520",,,,,,,,,,,,
16-03-99,"42,180","179,480","81,500","585,740","888,900",0,"20,184,240","642,250,000","380,846,000","1,043,280,240",,,,,,,,,,,,
17-03-99,"37,870","191,830","72,800","525,780","828,280",0,"20,368,376","643,125,000","381,622,000","1,045,115,376",,,,,,,,,,,,
18-03-99,"37,440","200,420","74,070","491,750","803,680",0,"20,571,956","644,525,000","384,532,000","1,049,628,956",,,,,,,,,,,,
19-03-99,"37,820","229,800","71,150","553,190","891,960",0,"21,246,170","650,477,000","393,775,000","1,065,498,170",,,,,,,,,,,,
20-03-99,"37,770","166,990","75,290","558,870","838,920",0,"21,530,450","652,955,000","399,745,000","1,074,230,450",,,,,,,,,,,,
21-03-99,"34,360","175,530","76,150","532,470","818,510",0,"21,836,206","654,371,000","404,720,000","1,080,927,206",,,,,,,,,,,,
22-03-99,"37,760","194,740","76,640","552,010","861,150",0,"21,951,388","655,433,000","408,103,000","1,085,487,388",,,,,,,,,,,,
23-03-99,"38,010","194,030","78,370","548,570","858,980",0,"22,144,162","656,672,000","411,570,000","1,090,386,162",,,,,,,,,,,,
24-03-99,"35,770","185,160","73,680","532,570","827,180",0,"22,357,299","659,150,000","415,465,000","1,096,972,299",,,,,,,,,,,,
25-03-99,"38,370","195,160","83,140","540,290","856,960",0,"22,727,996","661,451,000","421,000,000","1,105,178,996",,,,,,,,,,,,
26-03-99,"39,540","188,740","91,040","533,370","852,690",0,"22,963,896","663,575,000","425,510,000","1,112,048,896",,,,,,,,,,,,
27-03-99,"37,800","192,190","92,440","533,780","856,210",0,"23,121,832","664,991,000","429,200,000","1,117,312,832",,,,,,,,,,,,
28-03-99,"35,460","156,960","83,090","518,450","793,960",0,"23,479,370","667,823,000","433,016,000","1,124,318,370",,,,,,,,,,,,
29-03-99,"34,850","182,310","86,310","550,070","853,540",0,"23,940,802","670,327,000","437,044,000","1,131,311,802",,,,,,,,,,,,
30-03-99,"34,630","179,210","80,280","524,600","818,720",0,"24,244,298","672,475,000","440,648,000","1,137,367,298",,,,,,,,,,,,
31-03-99,"37,950","224,350","62,050","535,030","859,380",0,"24,509,022","674,623,000","444,464,000","1,143,596,022",,,,,,,,,,,,
01-04-99,"36,600","189,740","79,240","559,140","864,720",0,"24,775,396","676,413,000","447,856,000","1,149,044,396",,,,,,,,,,,,
02-04-99,"39,050","192,040","80,570","556,840","868,500",0,"25,001,980","678,203,000","451,057,000","1,154,261,980",,,,,,,,,,,,
03-04-99,"41,360","195,030","82,500","570,310","889,200",0,"25,271,248","679,635,000","454,123,000","1,159,029,248",,,,,,,,,,,,
04-04-99,"36,530","189,090","78,600","525,310","829,530",0,"25,605,056","681,067,000","456,970,000","1,163,642,056",,,,,,,,,,,,
05-04-99,"38,650","206,830","77,520","544,950","867,950",0,"25,835,995","682,141,000","459,817,000","1,167,793,995",,,,,,,,,,,,
06-04-99,"41,380","181,000","81,080","562,170","865,630",0,"26,046,985","683,215,000","462,664,000","1,171,925,985",,,,,,,,,,,,
07-04-99,"46,450","193,900","84,340","576,700","901,390",0,"26,237,722","684,289,000","464,854,000","1,175,380,722",,,,,,,,,,,,
08-04-99,"45,240","186,490","100,310","574,300","906,340",0,"26,450,602","685,363,000","467,044,000","1,178,857,602",,,,,,,,,,,,
09-04-99,"43,190","174,930","98,670","456,140","772,930",0,"26,621,582","686,260,000","469,453,000","1,182,334,582",,,,,,,,,,,,
10-04-99,"43,930","191,040","82,400","507,350","824,720",0,"26,836,244","686,800,000","470,548,000","1,184,184,244",,,,,,,,,,,,
11-04-99,"38,430","98,900","82,490","448,390","668,210",0,"27,095,192","688,600,000","471,862,000","1,187,557,192",,,,,,,,,,,,
12-04-99,"43,400","151,280","88,360","498,800","781,840",0,"27,311,998","690,040,000","475,450,000","1,192,801,998",,,,,,,,,,,,
13-04-99,"44,860","173,920","88,660","564,360","871,800",0,"27,486,080","691,120,000","476,800,000","1,195,406,080",,,,,,,,,,,,
14-04-99,"44,980","193,550","88,270","574,550","901,350",0,"27,726,492","691,840,000","478,375,000","1,197,941,492",,,,,,,,,,,,
15-04-99,"44,560","193,720","90,700","564,410","893,390",0,"27,814,188","692,740,000","479,950,000","1,200,504,188",,,,,,,,,,,,
16-04-99,"43,430","193,930","91,080","573,040","901,480",0,"27,946,008","693,820,000","481,300,000","1,203,066,008",,,,,,,,,,,,
17-04-99,"48,030","207,390","117,030","593,510","965,960",0,"28,122,231","695,080,000","482,650,000","1,205,852,231",,,,,,,,,,,,
18-04-99,"42,940","190,130","98,620","578,190","909,880",0,"28,188,564","696,160,000","484,000,000","1,208,348,564",,,,,,,,,,,,
19-04-99,"45,080","189,160","99,620","608,770","942,630",0,"28,365,638","697,240,000","485,125,000","1,210,730,638",,,,,,,,,,,,
20-04-99,"46,370","182,550","97,020","603,260","929,200",0,"28,476,658","698,140,000","486,475,000","1,213,091,658",,,,,,,,,,,,
21-04-99,"46,590","192,200","115,650","606,960","961,400",0,"28,632,466","699,040,000","487,600,000","1,215,272,466",,,,,,,,,,,,
22-04-99,"46,250","199,150","103,580","587,190","936,170",0,"28,766,260","699,760,000","488,725,000","1,217,251,260",,,,,,,,,,,,
23-04-99,"43,380","189,170","101,480","472,200","806,230",0,"28,900,606","700,480,000","488,950,000","1,218,330,606",,,,,,,,,,,,
24-04-99,"47,230","209,120","132,250","605,980","994,580",0,"29,035,140","701,200,000","488,950,000","1,219,185,140",,,,,,,,,,,,
25-04-99,"38,370","152,570","102,670","548,860","842,470",0,"29,147,565","701,920,000","489,850,000","1,220,917,565",,,,,,,,,,,,
26-04-99,"40,250","205,880","88,260","582,110","916,500",0,"29,305,340","702,640,000","490,525,000","1,222,470,340",,,,,,,,,,,,
27-04-99,"41,140","201,270","108,020","586,970","937,400",0,"29,463,494","703,360,000","491,200,000","1,224,023,494",,,,,,,,,,,,
28-04-99,"43,830","212,920","100,030","593,620","950,400",0,"29,576,864","704,081,000","491,200,000","1,224,857,864",,,,,,,,,,,,
29-04-99,"46,850","202,810","112,600","598,540","960,800",0,"29,713,100","704,443,000","491,200,000","1,225,356,100",,,,,,,,,,,,
30-04-99,"49,180","193,360","146,030","607,600","996,170",0,"29,826,950","704,986,000","491,200,000","1,226,012,950",,,,,,,,,,,,
01-05-99,"47,640","155,120","140,680","577,400","920,840",0,"29,918,125","705,167,000","490,750,000","1,225,835,125",,,,,,,,,,,,
02-05-99,"47,720","190,680","145,460","578,240","962,100",0,"30,009,585","706,434,000","490,750,000","1,227,193,585",,,,,,,,,,,,
03-05-99,"50,660","228,570","143,920","625,900","1,049,050",0,"30,123,910","707,882,000","490,750,000","1,228,755,910",,,,,,,,,,,,
04-05-99,"50,820","209,920","143,340","655,060","1,059,140",0,"30,215,742","708,425,000","490,525,000","1,229,165,742",,,,,,,,,,,,
05-05-99,"49,650","221,120","143,810","612,490","1,027,070",0,"30,261,658","709,511,000","490,525,000","1,230,297,658",,,,,,,,,,,,
06-05-99,"47,290","235,970","130,950","564,080","978,290",0,"30,307,574","710,054,000","490,525,000","1,230,886,574",,,,,,,,,,,,
07-05-99,"50,090","250,560","130,190","533,620","964,460",0,"30,353,490","710,597,000","490,525,000","1,231,475,490",,,,,,,,,,,,
08-05-99,"52,110","268,720","146,150","556,160","1,023,140",0,"30,376,545","711,140,000","490,750,000","1,232,266,545",,,,,,,,,,,,
09-05-99,"49,650","225,940","156,730","561,810","994,130",0,"30,399,600","711,502,000","490,750,000","1,232,651,600",,,,,,,,,,,,
10-05-99,"48,740","243,600","135,180","581,970","1,009,490",0,"30,422,655","711,502,000","490,750,000","1,232,674,655",,,,,,,,,,,,
11-05-99,"50,300","284,450","118,580","524,980","978,310",0,"30,445,710","711,502,000","490,750,000","1,232,697,710",,,,,,,,,,,,
12-05-99,"51,610","262,610","151,920","545,910","1,012,050",0,"30,491,820","711,683,000","490,750,000","1,232,924,820",,,,,,,,,,,,
13-05-99,"50,410","205,610","173,890","587,000","1,016,910",0,"30,514,875","711,683,000","490,525,000","1,232,722,875",,,,,,,,,,,,
14-05-99,"56,490","257,630","177,520","592,430","1,084,070",0,"30,468,765","711,864,000","490,525,000","1,232,857,765",,,,,,,,,,,,
15-05-99,"59,590","258,310","169,760","594,450","1,082,110",0,"30,422,655","711,864,000","490,525,000","1,232,811,655",,,,,,,,,,,,
16-05-99,"53,950","259,680","162,270","561,880","1,037,780",0,"30,376,545","711,864,000","490,300,000","1,232,540,545",,,,,,,,,,,,
17-05-99,"52,960","230,630","155,700","602,520","1,041,810",0,"30,353,490","711,864,000","490,300,000","1,232,517,490",,,,,,,,,,,,
18-05-99,"53,280","264,710","144,290","557,880","1,020,160",0,"30,330,532","712,045,000","490,075,000","1,232,450,532",,,,,,,,,,,,
19-05-99,"50,820","239,250","125,440","582,920","998,430",0,"30,307,574","712,045,000","490,075,000","1,232,427,574",,,,,,,,,,,,
20-05-99,"63,000","297,020","118,880","577,350","1,056,250",0,"30,284,616","711,864,000","489,850,000","1,231,998,616",,,,,,,,,,,,
21-05-99,"54,260","241,410","132,840","577,410","1,005,920",0,"30,307,574","711,683,000","489,625,000","1,231,615,574",,,,,,,,,,,,
22-05-99,"54,660","244,270","157,890","597,050","1,053,870",0,"30,330,532","711,321,000","489,400,000","1,231,051,532",,,,,,,,,,,,
23-05-99,"51,590","243,700","144,800","550,790","990,880",0,"30,330,532","711,140,000","489,175,000","1,230,645,532",,,,,,,,,,,,
24-05-99,"44,210","233,000","119,250","561,150","957,610",0,"30,330,532","710,778,000","488,725,000","1,229,833,532",,,,,,,,,,,,
25-05-99,"45,020","252,700","115,970","525,070","938,760",0,"30,376,545","710,416,000","488,500,000","1,229,292,545",,,,,,,,,,,,
26-05-99,"50,230","249,120","130,700","564,100","994,150",0,"30,445,710","710,054,000","488,275,000","1,228,774,710",,,,,,,,,,,,
27-05-99,"49,850","253,820","128,530","568,560","1,000,760",0,"30,468,765","709,873,000","488,050,000","1,228,391,765",,,,,,,,,,,,
28-05-99,"57,130","238,070","143,820","596,490","1,035,510",0,"30,491,820","709,511,000","487,600,000","1,227,602,820",,,,,,,,,,,,
29-05-99,"59,470","280,490","157,890","549,810","1,047,660",0,"30,491,820","709,149,000","487,375,000","1,227,015,820",,,,,,,,,,,,
30-05-99,"56,050","207,430","144,440","536,850","944,770",0,"30,445,710","708,606,000","487,150,000","1,226,201,710",,,,,,,,,,,,
31-05-99,"55,330","274,720","148,670","551,150","1,029,870",0,"30,445,710","708,063,000","486,925,000","1,225,433,710",,,,,,,,,,,,
01-06-99,"54,330","236,180","143,300","632,400","1,066,210",0,"30,399,600","707,701,000","486,700,000","1,224,800,600",,,,,,,,,,,,
02-06-99,"58,590","254,190","160,370","616,330","1,089,480",0,"30,376,545","707,158,000","486,475,000","1,224,009,545",,,,,,,,,,,,
03-06-99,"58,530","248,370","154,180","615,100","1,076,180",0,"30,399,600","706,253,000","486,025,000","1,222,677,600",,,,,,,,,,,,
04-06-99,"63,480","276,230","170,250","629,060","1,139,020",0,"30,445,710","705,529,000","485,350,000","1,221,324,710",,,,,,,,,,,,
05-06-99,"64,360","270,500","192,800","628,000","1,155,660",0,"30,445,710","704,805,000","484,675,000","1,219,925,710",,,,,,,,,,,,
06-06-99,"58,300","323,090","173,230","518,280","1,072,900",0,"30,353,490","703,720,000","484,225,000","1,218,298,490",,,,,,,,,,,,
07-06-99,"58,830","363,880","157,950","540,130","1,120,790",0,"30,146,868","703,000,000","483,775,000","1,216,921,868",,,,,,,,,,,,
08-06-99,"56,940","387,340","158,690","534,280","1,137,250",0,"29,895,260","702,640,000","483,100,000","1,215,635,260",,,,,,,,,,,,
09-06-99,"58,350","392,910","152,400","533,620","1,137,280",0,"29,622,212","702,100,000","482,425,000","1,214,147,212",,,,,,,,,,,,
10-06-99,"60,510","378,420","163,700","541,930","1,144,560",0,"29,395,660","701,380,000","481,750,000","1,212,525,660",,,,,,,,,,,,
11-06-99,"63,320","374,520","168,050","547,260","1,153,150",0,"29,170,050","700,660,000","481,075,000","1,210,905,050",,,,,,,,,,,,
12-06-99,"64,280","372,150","183,920","555,920","1,176,270",0,"28,855,824","699,760,000","480,175,000","1,208,790,824",,,,,,,,,,,,
13-06-99,"57,870","369,100","164,580","512,490","1,104,040",0,"28,610,167","699,040,000","479,275,000","1,206,925,167",,,,,,,,,,,,
14-06-99,"61,400","351,460","166,180","556,070","1,135,110",0,"28,387,842","698,320,000","478,375,000","1,205,082,842",,,,,,,,,,,,
15-06-99,"65,290","404,230","167,980","547,080","1,184,580",0,"28,166,453","697,600,000","477,250,000","1,203,016,453",,,,,,,,,,,,
16-06-99,"62,900","394,150","171,740","568,790","1,197,580",0,"27,968,024","696,880,000","476,125,000","1,200,973,024",,,,,,,,,,,,
17-06-99,"60,130","380,470","169,540","553,264","1,163,404",0,"27,704,568","695,980,000","475,000,000","1,198,684,568",,,,,,,,,,,,
18-06-99,"70,390","387,040","172,690","546,820","1,176,940",0,"27,442,420","695,260,000","474,100,000","1,196,802,420",,,,,,,,,,,,
19-06-99,"77,300","368,810","189,040","560,400","1,195,550",0,"27,181,764","694,360,000","473,200,000","1,194,741,764",,,,,,,,,,,,
20-06-99,"77,100","350,190","199,060","523,800","1,150,150",0,"26,943,979","693,460,000","472,300,000","1,192,703,979",,,,,,,,,,,,
21-06-99,"74,370","392,910","177,320","531,570","1,176,170",0,"26,707,366","692,560,000","471,205,000","1,190,472,366",,,,,,,,,,,,
22-06-99,"78,900","379,820","173,160","533,310","1,165,190",0,"26,471,950","691,840,000","470,110,000","1,188,421,950",,,,,,,,,,,,
23-06-99,"73,400","387,670","179,420","543,620","1,184,110",0,"26,216,474","690,760,000","469,015,000","1,185,991,474",,,,,,,,,,,,
24-06-99,"69,100","381,160","169,340","533,550","1,153,150",0,"25,941,240","689,680,000","468,139,000","1,183,760,240",,,,,,,,,,,,
25-06-99,"76,780","382,360","184,440","521,150","1,164,730",0,"25,730,750","688,780,000","467,263,000","1,181,773,750",,,,,,,,,,,,
26-06-99,"82,810","359,180","192,340","525,490","1,159,820",0,"25,479,558","688,240,000","466,168,000","1,179,887,558",,,,,,,,,,,,
27-06-99,"80,850","354,390","189,900","502,640","1,127,780",0,"25,250,497","687,520,000","465,073,000","1,177,843,497",,,,,,,,,,,,
28-06-99,"71,260","383,980","163,690","541,670","1,160,600",0,"25,022,632","686,800,000","463,978,000","1,175,800,632",,,,,,,,,,,,
29-06-99,"72,430","358,140","153,490","542,770","1,126,830",0,"24,795,950","686,080,000","462,883,000","1,173,758,950",,,,,,,,,,,,
30-06-99,"69,090","389,700","175,000","546,230","1,180,020",0,"24,590,870","685,184,000","462,007,000","1,171,781,870",,,,,,,,,,,,
01-07-99,"64,700","380,860","133,430","519,820","1,098,810",0,"24,284,850","684,468,000","461,131,000","1,169,883,850",,,,,,,,,,,,
02-07-99,"69,310","379,630","181,320","523,780","1,154,040",0,"24,001,354","683,573,000","460,036,000","1,167,610,354",,,,,,,,,,,,
03-07-99,"76,260","372,970","183,630","498,680","1,131,540",0,"23,679,340","683,573,000","459,160,000","1,166,412,340",,,,,,,,,,,,
04-07-99,"75,430","330,500","181,500","489,620","1,077,050",0,"23,479,370","682,678,000","458,065,000","1,164,222,370",,,,,,,,,,,,
05-07-99,"77,240","376,810","163,900","536,670","1,154,620",0,"23,300,225","681,962,000","456,970,000","1,162,232,225",,,,,,,,,,,,
06-07-99,"80,330","381,590","168,230","526,620","1,156,770",0,"23,042,772","681,067,000","456,094,000","1,160,203,772",,,,,,,,,,,,
07-07-99,"76,160","382,680","191,240","520,460","1,170,540",0,"22,688,740","680,172,000","455,218,000","1,158,078,740",,,,,,,,,,,,
08-07-99,"73,190","394,610","182,440","528,760","1,179,000",0,"22,357,299","679,277,000","454,123,000","1,155,757,299",,,,,,,,,,,,
09-07-99,"73,130","383,750","193,830","522,040","1,172,750",0,"22,124,811","678,382,000","453,028,000","1,153,534,811",,,,,,,,,,,,
10-07-99,"75,360","376,180","224,030","506,420","1,181,990",0,"21,797,874","677,666,000","452,152,000","1,151,615,874",,,,,,,,,,,,
11-07-99,"73,820","368,690","186,250","514,790","1,143,550",0,"21,549,526","676,950,000","451,276,000","1,149,775,526",,,,,,,,,,,,
12-07-99,"75,290","406,880","183,220","546,040","1,211,430",0,"21,283,950","676,055,000","450,400,000","1,147,738,950",,,,,,,,,,,,
13-07-99,"75,590","381,640","177,240","523,270","1,157,740",0,"20,963,720","675,160,000","449,764,000","1,145,887,720",,,,,,,,,,,,
14-07-99,"74,940","391,760","186,780","529,620","1,183,100",0,"20,702,176","674,265,000","449,128,000","1,144,095,176",,,,,,,,,,,,
15-07-99,"70,110","380,910","186,590","515,460","1,153,070",0,"20,442,288","673,191,000","448,280,000","1,141,913,288",,,,,,,,,,,,
16-07-99,"74,640","398,130","186,470","512,580","1,171,820",0,"20,220,920","672,296,000","447,220,000","1,139,736,920",,,,,,,,,,,,
17-07-99,"73,900","368,010","177,110","513,390","1,132,410",0,"20,147,560","671,401,000","446,160,000","1,137,708,560",,,,,,,,,,,,
18-07-99,"75,240","365,860","175,160","483,900","1,100,160",0,"19,964,528","670,506,000","445,100,000","1,135,570,528",,,,,,,,,,,,
19-07-99,"78,480","356,160","171,920","523,270","1,129,830",0,"19,928,032","669,611,000","444,040,000","1,133,579,032",,,,,,,,,,,,
20-07-99,"76,040","356,190","190,990","509,100","1,132,320",0,"19,800,575","668,537,000","443,192,000","1,131,529,575",,,,,,,,,,,,
21-07-99,"81,190","360,270","186,550","526,650","1,154,660",0,"19,637,360","667,469,000","442,132,000","1,129,238,360",,,,,,,,,,,,
22-07-99,"80,190","382,070","179,990","519,180","1,161,430",0,"19,438,927","666,407,000","441,072,000","1,126,917,927",,,,,,,,,,,,
23-07-99,"82,400","363,390","180,350","527,460","1,153,600",0,"19,259,487","665,168,000","440,012,000","1,124,439,487",,,,,,,,,,,,
24-07-99,"82,550","363,660","194,840","510,270","1,151,320",0,"19,134,320","664,106,000","438,740,000","1,121,980,320",,,,,,,,,,,,
25-07-99,"79,500","347,490","174,720","488,290","1,090,000",0,"19,027,580","663,044,000","437,680,000","1,119,751,580",,,,,,,,,,,,
26-07-99,"77,010","379,450","177,620","523,180","1,157,260",0,"18,956,420","661,982,000","436,620,000","1,117,558,420",,,,,,,,,,,,
27-07-99,"79,900","363,050","157,430","509,630","1,110,010",0,"18,761,764","660,920,000","435,560,000","1,115,241,764",,,,,,,,,,,,
28-07-99,"75,720","395,140","154,810","514,570","1,140,240",0,"18,779,380","659,858,000","434,500,000","1,113,137,380",,,,,,,,,,,,
29-07-99,"76,260","372,210","160,490","536,320","1,145,280",0,"18,744,148","658,973,000","433,440,000","1,111,157,148",,,,,,,,,,,,
30-07-99,"72,890","362,820","149,560","498,050","1,083,320",0,"18,620,836","657,911,000","432,380,000","1,108,911,836",,,,,,,,,,,,
31-07-99,"70,860","330,060","128,670","449,700","979,290",0,"18,568,162","656,849,000","431,532,000","1,106,949,162",,,,,,,,,,,,
01-08-99,"69,380","303,900","114,280","432,550","920,110",0,"18,603,220","656,318,000","430,684,000","1,105,605,220",,,,,,,,,,,,
02-08-99,"73,260","340,130","127,860","456,610","997,860",0,"18,744,148","655,079,000","430,260,000","1,104,083,148",,,,,,,,,,,,
03-08-99,"74,020","316,390","123,660","454,000","968,070",0,"18,832,492","654,017,000","429,624,000","1,102,473,492",,,,,,,,,,,,
04-08-99,"76,510","327,490","135,790","464,840","1,004,630",0,"18,832,492","652,955,000","429,200,000","1,100,987,492",,,,,,,,,,,,
05-08-99,"75,760","337,060","138,830","470,330","1,021,980",0,"18,850,196","651,893,000","428,790,000","1,099,533,196",,,,,,,,,,,,
06-08-99,"75,530","320,600","142,740","471,940","1,010,810",0,"18,814,788","650,831,000","428,380,000","1,098,025,788",,,,,,,,,,,,
07-08-99,"75,950","324,680","166,460","478,150","1,045,240",0,"18,744,148","649,775,000","427,765,000","1,096,284,148",,,,,,,,,,,,
08-08-99,"75,450","330,540","165,260","456,600","1,027,850",0,"18,779,380","648,725,000","426,945,000","1,094,449,380",,,,,,,,,,,,
09-08-99,"80,920","350,960","176,050","490,800","1,098,730",0,"18,744,148","647,675,000","426,125,000","1,092,544,148",,,,,,,,,,,,
10-08-99,"84,090","362,190","185,430","479,880","1,111,590",0,"18,673,684","646,450,000","425,305,000","1,090,428,684",,,,,,,,,,,,
11-08-99,"84,120","352,040","177,170","480,160","1,093,490",0,"18,603,220","645,400,000","424,485,000","1,088,488,220",,,,,,,,,,,,
12-08-99,"84,780","338,470","181,780","475,460","1,080,490",0,"18,550,633","644,350,000","423,870,000","1,086,770,633",,,,,,,,,,,,
13-08-99,"86,990","320,390","183,590","467,360","1,058,330",0,"18,462,988","643,475,000","423,255,000","1,085,192,988",,,,,,,,,,,,
14-08-99,"84,580","309,040","179,010","464,690","1,037,320",0,"18,410,488","642,425,000","422,435,000","1,083,270,488",,,,,,,,,,,,
15-08-99,"79,300","284,840","166,630","421,280","952,050",0,"18,393,046","641,375,000","421,615,000","1,081,383,046",,,,,,,,,,,,
16-08-99,"80,520","320,010","171,600","474,750","1,046,880",0,"18,375,604","640,325,000","420,795,000","1,079,495,604",,,,,,,,,,,,
17-08-99,"81,060","342,040","165,470","480,140","1,068,710",0,"18,603,220","639,275,000","419,975,000","1,077,853,220",,,,,,,,,,,,
18-08-99,"81,990","341,930","158,830","478,030","1,060,780",0,"18,323,278","638,225,000","419,155,000","1,075,703,278",,,,,,,,,,,,
19-08-99,"84,140","341,340","179,790","489,840","1,095,110",0,"18,253,510","637,175,000","418,335,000","1,073,763,510",,,,,,,,,,,,
20-08-99,"84,490","354,460","182,500","494,420","1,115,870",0,"18,166,735","636,125,000","417,515,000","1,071,806,735",,,,,,,,,,,,
